duplicate_group_id,match_evidence,sample_id_a,dataset_id_a,group_id_a,disease_id_a,include_after_a,sample_id_b,dataset_id_b,group_id_b,disease_id_b,include_after_b,image_sha256_equal,perceptual_hamming_distance,cross_dataset,cross_source_group,label_agreement,requires_review
DUPLICATE_e4b8fd5d89c35a9fb95c,perceptual,DERMNET_KAGGLE_23356273173344c60e7d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_23356273173344c60e7d,,False,DERMNET_KAGGLE_4dc91941aad53ba6033b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4dc91941aad53ba6033b,,False,False,0,False,True,False,True
DUPLICATE_06b1c06329992b780985,exact,DERMNET_KAGGLE_2d94e60b5d6ae26bc96d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2d94e60b5d6ae26bc96d,,False,DERMNET_KAGGLE_33fbf4d0cd7ad8907311,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_33fbf4d0cd7ad8907311,,False,True,0,False,True,False,False
DUPLICATE_45d859387cc3dd1ac217,exact,DERMNET_KAGGLE_e5d301b7d2c5d689c769,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e5d301b7d2c5d689c769,,False,DERMNET_KAGGLE_0700619c4fddaac215a8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0700619c4fddaac215a8,,False,True,0,False,True,False,False
DUPLICATE_8c1584e0558f2fa5886a,exact,DERMNET_KAGGLE_e26512718916c68aa414,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e26512718916c68aa414,,False,DERMNET_KAGGLE_a44ce212194cd1e043ae,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a44ce212194cd1e043ae,,False,True,0,False,True,False,False
DUPLICATE_0b36d9b656dd4cdc1450,exact,DERMNET_KAGGLE_23d1afb78df1356eb45d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_23d1afb78df1356eb45d,,False,DERMNET_KAGGLE_a1f3b4b00c673ee71a02,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a1f3b4b00c673ee71a02,,False,True,0,False,True,False,False
DUPLICATE_eadc4f3c8ba1420892e2,exact,DERMNET_KAGGLE_bda23062751f6977ece8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bda23062751f6977ece8,,False,DERMNET_KAGGLE_0071ae676a123fc7aeb6,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0071ae676a123fc7aeb6,,False,True,0,False,True,False,False
DUPLICATE_10f6baa98c907eaebbd7,perceptual,DERMNET_KAGGLE_cb241f9ca03d54dc01c4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cb241f9ca03d54dc01c4,,False,DERMNET_KAGGLE_c023ed7ac13a4a22bd79,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c023ed7ac13a4a22bd79,,False,False,2,False,True,False,True
DUPLICATE_2c7956f5fd7f2555f312,exact,DERMNET_KAGGLE_8f3849d0cd6aa3b0d3b2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8f3849d0cd6aa3b0d3b2,,False,DERMNET_KAGGLE_47494e028f67d086ef27,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_47494e028f67d086ef27,,False,True,0,False,True,False,False
DUPLICATE_3af9a8a6f6e4dd64b306,perceptual,DERMNET_KAGGLE_ebb1d6d78ed0b42c2f70,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ebb1d6d78ed0b42c2f70,,False,DERMNET_KAGGLE_cc4e111c3d5b958be3e8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cc4e111c3d5b958be3e8,,False,False,2,False,True,False,True
DUPLICATE_e364db958270f3674777,perceptual,DERMNET_KAGGLE_bd0b645e50ae68133791,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bd0b645e50ae68133791,,False,DERMNET_KAGGLE_9a821876fe2210fd6c7a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9a821876fe2210fd6c7a,,False,False,0,False,True,False,True
DUPLICATE_1eb4b149c33e96178d52,exact,DERMNET_KAGGLE_a93bc62a4d05768289d5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a93bc62a4d05768289d5,,False,DERMNET_KAGGLE_d25b8fd711ee84efe2b4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d25b8fd711ee84efe2b4,,False,True,0,False,True,False,False
DUPLICATE_c6ffee581b47b0e33451,perceptual,DERMNET_KAGGLE_9a2158c642ae439ed41d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9a2158c642ae439ed41d,,False,DERMNET_KAGGLE_12812402dcb3c08513a1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_12812402dcb3c08513a1,,False,False,4,False,True,False,True
DUPLICATE_dedf0df6d2df7f98c4d2,perceptual,DERMNET_KAGGLE_2a4c72e042ededa4f5ef,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2a4c72e042ededa4f5ef,,False,DERMNET_KAGGLE_d066f152fe8f31cc9cf2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d066f152fe8f31cc9cf2,,False,False,0,False,True,False,True
DUPLICATE_a5ede8e09b49375dea88,perceptual,DERMNET_KAGGLE_0088eb2580e8074d87dc,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0088eb2580e8074d87dc,,False,DERMNET_KAGGLE_8b8cddfdd9b43c632654,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8b8cddfdd9b43c632654,,False,False,0,False,True,False,True
DUPLICATE_6b91fa63bc7bc61ec11b,perceptual,DERMNET_KAGGLE_19497b089bb61ea6a59f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_19497b089bb61ea6a59f,,False,DERMNET_KAGGLE_9cc503f32b8e4ce31a5e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9cc503f32b8e4ce31a5e,,False,False,0,False,True,False,True
DUPLICATE_3dcce56f43d18e7cca03,exact,DERMNET_KAGGLE_a06cd461a39fcc3fd939,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a06cd461a39fcc3fd939,,False,DERMNET_KAGGLE_708e5bb266439636730c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_708e5bb266439636730c,,False,True,0,False,True,False,False
DUPLICATE_0394b8872b0411acb51b,perceptual,DERMNET_KAGGLE_de2cf4e345bd98ac85af,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_de2cf4e345bd98ac85af,,False,DERMNET_KAGGLE_c06f1797631b73ebc677,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c06f1797631b73ebc677,,False,False,0,False,True,False,True
DUPLICATE_6e88d8597b0fe328805d,perceptual,DERMNET_KAGGLE_ec15667d29d6df8bc965,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ec15667d29d6df8bc965,,False,DERMNET_KAGGLE_73dbe9c7a5a7d81a7381,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_73dbe9c7a5a7d81a7381,,False,False,0,False,True,False,True
DUPLICATE_93e31a8be2f239d2f4e1,perceptual,DERMNET_KAGGLE_184928e4728409e20513,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_184928e4728409e20513,,False,DERMNET_KAGGLE_49107fdc7836aa8b05dc,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_49107fdc7836aa8b05dc,,False,False,0,False,True,False,True
DUPLICATE_7d145a08e69fd0b8ab1c,perceptual,DERMNET_KAGGLE_076aeb64d4b86373241c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_076aeb64d4b86373241c,,False,DERMNET_KAGGLE_0cb9c555e585890f16d1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0cb9c555e585890f16d1,,False,False,0,False,True,False,True
DUPLICATE_8f420c94dda3c97ed615,perceptual,DERMNET_KAGGLE_a57a3aae0518dbb15035,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a57a3aae0518dbb15035,,False,DERMNET_KAGGLE_f386dca343ceeb7ee55e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f386dca343ceeb7ee55e,,False,False,0,False,True,False,True
DUPLICATE_6105909a6abafb653726,exact,DERMNET_KAGGLE_dfde5214ef7626d08514,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_dfde5214ef7626d08514,,False,DERMNET_KAGGLE_c6360be4f826abde3be0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c6360be4f826abde3be0,,False,True,0,False,True,False,False
DUPLICATE_95cf4c83606b993729f4,exact,DERMNET_KAGGLE_0f2cb7c1b5fd4671c0c5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0f2cb7c1b5fd4671c0c5,,False,DERMNET_KAGGLE_a3279ac3e6d1b9fa52e5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a3279ac3e6d1b9fa52e5,,False,True,0,False,True,False,False
DUPLICATE_ce1e451c4b6a45b722c3,exact,DERMNET_KAGGLE_04d16dedf8cc1fe6c672,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_04d16dedf8cc1fe6c672,,False,DERMNET_KAGGLE_3c5b37f8596c5b34cfa3,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3c5b37f8596c5b34cfa3,,False,True,0,False,True,False,False
DUPLICATE_07d9ff4186fab8b0a3a2,perceptual,DERMNET_KAGGLE_8731b2dfaec00d22b256,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8731b2dfaec00d22b256,,False,DERMNET_KAGGLE_069c8362cacd79efebc0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_069c8362cacd79efebc0,,False,False,2,False,True,False,True
DUPLICATE_c840179fbc0b9d94333a,exact,DERMNET_KAGGLE_49326520ac49a5ab5019,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_49326520ac49a5ab5019,,False,DERMNET_KAGGLE_93daf34b8a77b15a1b0a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_93daf34b8a77b15a1b0a,,False,True,0,False,True,False,False
DUPLICATE_5c1c74acef7615a605b2,exact,DERMNET_KAGGLE_ab69d40da13638d99542,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ab69d40da13638d99542,,False,DERMNET_KAGGLE_bcd31225e2398e635fa7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bcd31225e2398e635fa7,,False,True,0,False,True,False,False
DUPLICATE_73f9f14c33ed2d039c9e,exact,DERMNET_KAGGLE_d11653712a6e0d17214c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d11653712a6e0d17214c,,False,DERMNET_KAGGLE_cae90dc4240a32ad4c86,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cae90dc4240a32ad4c86,,False,True,0,False,True,False,False
DUPLICATE_db57091c3185ee74e0d6,perceptual,DERMNET_KAGGLE_aff8b721ebdb2cec9d63,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_aff8b721ebdb2cec9d63,,False,DERMNET_KAGGLE_c88cceafd87d1c5f961a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c88cceafd87d1c5f961a,,False,False,4,False,True,False,True
DUPLICATE_e93f15733b9024b7bb77,exact,DERMNET_KAGGLE_9d6a0cf859fd02a599d9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9d6a0cf859fd02a599d9,,False,DERMNET_KAGGLE_0fed9fa65a54292c8e59,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0fed9fa65a54292c8e59,,False,True,0,False,True,False,False
DUPLICATE_dcb32363c18b630577fa,exact,DERMNET_KAGGLE_81252601fecce9ab6e36,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_81252601fecce9ab6e36,,False,DERMNET_KAGGLE_68c769623ea34792a892,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_68c769623ea34792a892,,False,True,0,False,True,False,False
DUPLICATE_48c4ef1b2bcaa0fa57e0,exact,DERMNET_KAGGLE_6a7f942daa3d996b93a9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6a7f942daa3d996b93a9,,False,DERMNET_KAGGLE_9ddd0edfa5ab2a617d61,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9ddd0edfa5ab2a617d61,,False,True,0,False,True,False,False
DUPLICATE_ba6207e21b935627e410,exact,DERMNET_KAGGLE_182d8bd6db86811eef2e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_182d8bd6db86811eef2e,,False,DERMNET_KAGGLE_0727a85d8216c71b1f28,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0727a85d8216c71b1f28,,False,True,0,False,True,False,False
DUPLICATE_7073f432ea2e6a06c538,exact,DERMNET_KAGGLE_c72efde945f4be2fd2d8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c72efde945f4be2fd2d8,,False,DERMNET_KAGGLE_f66d1b04401d5b1d4cf9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f66d1b04401d5b1d4cf9,,False,True,0,False,True,False,False
DUPLICATE_626f3a17ddb59fc4897a,exact,DERMNET_KAGGLE_9f53db4e8231030ff7f5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9f53db4e8231030ff7f5,,False,DERMNET_KAGGLE_ee52e083305c518d1960,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ee52e083305c518d1960,,False,True,0,False,True,False,False
DUPLICATE_4628359790698d9c06fc,exact,DERMNET_KAGGLE_54c59f54bce3bcf80787,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_54c59f54bce3bcf80787,,False,DERMNET_KAGGLE_087e9cd7b8df7d041273,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_087e9cd7b8df7d041273,,False,True,0,False,True,False,False
DUPLICATE_d3e9eec3fa3c6e30acef,exact,DERMNET_KAGGLE_8741cf9237dc06db3cc1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8741cf9237dc06db3cc1,,False,DERMNET_KAGGLE_7b4043e4a3a05e5df6b5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7b4043e4a3a05e5df6b5,,False,True,0,False,True,False,False
DUPLICATE_c23213d5a5b62377b437,exact,DERMNET_KAGGLE_38df1dedc904d423be44,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_38df1dedc904d423be44,,False,DERMNET_KAGGLE_7458548a282e084d3ca5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7458548a282e084d3ca5,,False,True,0,False,True,False,False
DUPLICATE_f6e8a72cf98e02c17278,exact,DERMNET_KAGGLE_079a57e9f354f00ece66,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_079a57e9f354f00ece66,,False,DERMNET_KAGGLE_7df8eb58e10968f98c32,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7df8eb58e10968f98c32,,False,True,0,False,True,False,False
DUPLICATE_07d0bc34e9e094c098b3,exact,DERMNET_KAGGLE_1cf0ae7a7b5530115747,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1cf0ae7a7b5530115747,,False,DERMNET_KAGGLE_76542ce8c8df8038df5c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_76542ce8c8df8038df5c,,False,True,0,False,True,False,False
DUPLICATE_f5373ce617e9bb30f10e,exact,DERMNET_KAGGLE_a69ed8c93ed68187d21c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a69ed8c93ed68187d21c,,False,DERMNET_KAGGLE_c97642df0d84e8829fd0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c97642df0d84e8829fd0,,False,True,0,False,True,False,False
DUPLICATE_9277f4f18bc2ba0b1ef7,exact,DERMNET_KAGGLE_0e034b6b1ef1e4850c2e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0e034b6b1ef1e4850c2e,,False,DERMNET_KAGGLE_3a9044d2093b9353356b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3a9044d2093b9353356b,,False,True,0,False,True,False,False
DUPLICATE_8322e47be1e6a7b3d01c,exact,DERMNET_KAGGLE_cbb2f74af68d13bc19a4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cbb2f74af68d13bc19a4,,False,DERMNET_KAGGLE_0d3c96e94da4a316bc33,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0d3c96e94da4a316bc33,,False,True,0,False,True,False,False
DUPLICATE_a407a60be2cb08a5389d,exact,DERMNET_KAGGLE_2e81bca2373130e4769a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2e81bca2373130e4769a,,False,DERMNET_KAGGLE_40c105d46aabd56a950f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_40c105d46aabd56a950f,,False,True,0,False,True,False,False
DUPLICATE_14e07da7131c3509ca85,exact,DERMNET_KAGGLE_8178f060e8f377b24128,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8178f060e8f377b24128,,False,DERMNET_KAGGLE_e7defe113821a74779ef,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e7defe113821a74779ef,,False,True,0,False,True,False,False
DUPLICATE_b747944ee2c16395a597,exact,DERMNET_KAGGLE_9fbb4b8e72569b2b5a9e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9fbb4b8e72569b2b5a9e,,False,DERMNET_KAGGLE_85449f0542448413defe,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_85449f0542448413defe,,False,True,0,False,True,False,False
DUPLICATE_8a6909560791e3029c21,exact,DERMNET_KAGGLE_5c2cf7d2e7055aca8445,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5c2cf7d2e7055aca8445,,False,DERMNET_KAGGLE_f95b4ba59fc80e37da02,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f95b4ba59fc80e37da02,,False,True,0,False,True,False,False
DUPLICATE_c14c645e9604817b5dfa,exact,DERMNET_KAGGLE_c758117e4c58d65f3e8a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c758117e4c58d65f3e8a,,False,DERMNET_KAGGLE_b9d22072d64f31331a66,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b9d22072d64f31331a66,,False,True,0,False,True,False,False
DUPLICATE_99848e07dca97dfe1ce8,exact,DERMNET_KAGGLE_7f69e294a932f3f2fc3f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7f69e294a932f3f2fc3f,,False,DERMNET_KAGGLE_69979ed962a1d75d86ff,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_69979ed962a1d75d86ff,,False,True,0,False,True,False,False
DUPLICATE_324a4e00d40f2eff9539,exact,DERMNET_KAGGLE_43afface72c268775c17,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_43afface72c268775c17,,False,DERMNET_KAGGLE_ed3b620ee14d6c9c9c13,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ed3b620ee14d6c9c9c13,,False,True,0,False,True,False,False
DUPLICATE_e927d7b59ed53b62e123,exact,DERMNET_KAGGLE_f6530d4b21accdd1e607,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f6530d4b21accdd1e607,,False,DERMNET_KAGGLE_4a59a2104b0d651de882,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4a59a2104b0d651de882,,False,True,0,False,True,False,False
DUPLICATE_03d3ed7341033a3b8c3b,exact,DERMNET_KAGGLE_fd13f26784fe60ecbc34,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_fd13f26784fe60ecbc34,,False,DERMNET_KAGGLE_eb363a96c6011cbf0168,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_eb363a96c6011cbf0168,,False,True,0,False,True,False,False
DUPLICATE_ab2f25268e534976e3e2,exact,DERMNET_KAGGLE_3a26ab999df0fded4dbb,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3a26ab999df0fded4dbb,,False,DERMNET_KAGGLE_0336e021c8c500fd9e53,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0336e021c8c500fd9e53,,False,True,0,False,True,False,False
DUPLICATE_dd2e6caef29ce59a15d6,exact,DERMNET_KAGGLE_21be00eb19fdbc82e79c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_21be00eb19fdbc82e79c,,False,DERMNET_KAGGLE_22343d1faa075f0954a7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_22343d1faa075f0954a7,,False,True,0,False,True,False,False
DUPLICATE_16f581161e0ec3be5585,exact,DERMNET_KAGGLE_b52054ba9134767ba25c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b52054ba9134767ba25c,,False,DERMNET_KAGGLE_afb8714451775adabe6f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_afb8714451775adabe6f,,False,True,0,False,True,False,False
DUPLICATE_91a9a571be88bbe51b6e,exact,DERMNET_KAGGLE_5ed9d7ec71b3630da249,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5ed9d7ec71b3630da249,,False,DERMNET_KAGGLE_ee98bd83e8ba8361407f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ee98bd83e8ba8361407f,,False,True,0,False,True,False,False
DUPLICATE_db2e84fd3af964f4b720,exact,DERMNET_KAGGLE_0fded97d0801cc918f48,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0fded97d0801cc918f48,,False,DERMNET_KAGGLE_12f64ea7f4b32cc05ded,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_12f64ea7f4b32cc05ded,,False,True,0,False,True,False,False
DUPLICATE_58db693b16edf0d51fd6,exact,DERMNET_KAGGLE_1a24b13756c164ffb18a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1a24b13756c164ffb18a,,False,DERMNET_KAGGLE_fcf2a3ab0404790b81cd,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_fcf2a3ab0404790b81cd,,False,True,0,False,True,False,False
DUPLICATE_d597ca837e81d3ffd26e,exact,DERMNET_KAGGLE_6c55f5d7d9496103b148,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6c55f5d7d9496103b148,,False,DERMNET_KAGGLE_acbf9959dddb9ff667de,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_acbf9959dddb9ff667de,,False,True,0,False,True,False,False
DUPLICATE_69a06ce409e6db491ed6,exact,DERMNET_KAGGLE_c41814c9b0dcee01dcf7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c41814c9b0dcee01dcf7,,False,DERMNET_KAGGLE_5c98c0036dc40304f4ee,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5c98c0036dc40304f4ee,,False,True,0,False,True,False,False
DUPLICATE_455c0a4bb081e3a9ac50,exact,DERMNET_KAGGLE_127c2f7406e9ad15ffda,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_127c2f7406e9ad15ffda,,False,DERMNET_KAGGLE_45046791d0e2349afa1f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_45046791d0e2349afa1f,,False,True,0,False,True,False,False
DUPLICATE_39585b497dfd05f59fbb,exact,DERMNET_KAGGLE_3557a3e4f2eb3d9e6adc,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3557a3e4f2eb3d9e6adc,,False,DERMNET_KAGGLE_04fa68cc1ef72c1ec5bd,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_04fa68cc1ef72c1ec5bd,,False,True,0,False,True,False,False
DUPLICATE_4b5bb7a43020bcedaacc,exact,DERMNET_KAGGLE_9cd2b3b83955b211fbdd,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9cd2b3b83955b211fbdd,,False,DERMNET_KAGGLE_cc4458a5d1beeba4d581,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cc4458a5d1beeba4d581,,False,True,0,False,True,False,False
DUPLICATE_0b0a44f0a78fa8ceb1b2,exact,DERMNET_KAGGLE_588909f0db136be35359,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_588909f0db136be35359,,False,DERMNET_KAGGLE_d9090f0581f3950bc2e1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d9090f0581f3950bc2e1,,False,True,0,False,True,False,False
DUPLICATE_0caa32e4cf0ecb8bd04f,exact,DERMNET_KAGGLE_ee276f4b2b81c11b898e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ee276f4b2b81c11b898e,,False,DERMNET_KAGGLE_fd1f59b700f8514896d4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_fd1f59b700f8514896d4,,False,True,0,False,True,False,False
DUPLICATE_cdf0cf4c38c1d9c5c10d,exact,DERMNET_KAGGLE_b65cf3402a6cf17534e9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b65cf3402a6cf17534e9,,False,DERMNET_KAGGLE_5449c781eb84d266f8e5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5449c781eb84d266f8e5,,False,True,0,False,True,False,False
DUPLICATE_f32da08324722e9e03d5,exact,DERMNET_KAGGLE_0cf0d0bfbd2bcd6a9797,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0cf0d0bfbd2bcd6a9797,,False,DERMNET_KAGGLE_d3ac16aefa326038b065,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d3ac16aefa326038b065,,False,True,0,False,True,False,False
DUPLICATE_a69af8f98a17c889332e,exact,DERMNET_KAGGLE_5cc1459c96421cce6bd8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5cc1459c96421cce6bd8,,False,DERMNET_KAGGLE_78c44b9232cc0abe8b6d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_78c44b9232cc0abe8b6d,,False,True,0,False,True,False,False
DUPLICATE_7d3a5dc1ca00b4a37d52,exact,DERMNET_KAGGLE_caca0ab1a16d0258ca45,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_caca0ab1a16d0258ca45,,False,DERMNET_KAGGLE_130af0c6821471402d78,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_130af0c6821471402d78,,False,True,0,False,True,False,False
DUPLICATE_341bfe93c442b1c2dae1,perceptual,DERMNET_KAGGLE_f558b761efe868bf0b25,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f558b761efe868bf0b25,,False,DERMNET_KAGGLE_45e4d9a15278e78bb776,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_45e4d9a15278e78bb776,,False,False,4,False,True,False,True
DUPLICATE_69977bf19452e34e35c4,exact,DERMNET_KAGGLE_d137c2f6aafa05e3a717,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d137c2f6aafa05e3a717,,False,DERMNET_KAGGLE_f1a10e2a801733c97746,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f1a10e2a801733c97746,,False,True,0,False,True,False,False
DUPLICATE_6a4798fce90460376961,exact,DERMNET_KAGGLE_f962cb3bc74f45f05e08,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f962cb3bc74f45f05e08,,False,DERMNET_KAGGLE_6b550632eb3aed88a4a1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6b550632eb3aed88a4a1,,False,True,0,False,True,False,False
DUPLICATE_24962bfa0c8268e63977,exact,DERMNET_KAGGLE_b3bca55eaa09bbf6c8c6,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b3bca55eaa09bbf6c8c6,,False,DERMNET_KAGGLE_687fad1df2d40b367257,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_687fad1df2d40b367257,,False,True,0,False,True,False,False
DUPLICATE_2f79345d0478a3b3c618,exact,DERMNET_KAGGLE_ab2cbb0beef4f3e5b0c7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ab2cbb0beef4f3e5b0c7,,False,DERMNET_KAGGLE_599aa766f0d7b3850adb,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_599aa766f0d7b3850adb,,False,True,0,False,True,False,False
