duplicate_group_id,duplicate_match_type,sample_count,source_group_count,leakage_group_count,dataset_count,dataset_ids,disease_ids,included_before_count,included_after_count,cross_dataset,label_conflict,requires_review
DUPLICATE_35eebe4e85df78e30698,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_05406b5dba07f5346da8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_958a92284990b93ab679,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_dd1ca9c9d8b6f99a0ee2,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ec46fb81b5835c6db75f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_403a1f7d4ee47375cb89,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_743f5de7174221822260,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8e924d6dfaae538d4e7b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b7e9fb1dd542b0d4a6d5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bfbbb3a3fc8ecce491c0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fa9a8d62fc82c68c99e8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_47ca80401a41b7806799,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_144e335cc6c5a2a4573f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5fae4833ddf27e33d2f0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_77aaa9c3a9ebedeacb82,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0cd40911e2ec1e1ecc18,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7f36e0289b7bab93c698,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f589f003b68a4aa6b19d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_58f7c03e7252ccb50068,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a447d9de90a51f21757d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d9d5061ab9ccf44c9a50,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_05b94abe680d46589f82,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1d0c3b306979db9c0669,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2a2a529206e1dab4a3b9,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ac9061043a5e70969316,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7ff63b5a822eb2f9fd70,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2c36f666d7743b88cc7d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c9722ceb7634537730d3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_57c98e11954e3eb4994d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2b4bdc93e1f7db25e99a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fca11ecd1b5c9cce3e1c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d7309902acf94730723f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_eb82c89dd4686aa28d62,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2ca663c88f4bfa046cbd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7715da80b7520e6c5498,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3e712f6c676335f0cf98,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f7098af4ed03ec2a7fc5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_42780750a75b890e2a7c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7a6e9d4b8c2a2e5c6e82,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_40049ba2d573ee86b932,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_757e89c60a490853c0eb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5361846c46ced1c26f04,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8c3c0155d1fabe85cf78,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f2ca3026ee887db8c78a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9340e0c2df0f7e8d5910,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_68fb7778f9bdd0831209,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_05d1867ad01aea3353f1,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fa8232abffd62892f825,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_cfeacb616d6c0c645f80,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9239d5da0cff73389f29,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4b3f0b44a2ddf1afa510,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_908d427b45c3ad2c0f18,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_52371e6d76e3c595bda2,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_656ae5bae7e4d816699e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_51fa76adbea0599f28d7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1326554f3973ef9741a3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1b9542d053b09880a16d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5a5f4b17f29d29a2e275,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6766d14cff3b5750a71e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a11a8e0feb1482076f82,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ecbec6cb44444418c51d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_dfeec49e08e2697a0534,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9b466358b3a6e91e7523,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_aed382fd84bf622eeab3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d30d63373cf2f790eafe,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2691618a7382e88c4b6f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4bbb352b05f7b8039d2f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a149be78406be45b8f3c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_99ccce7a86ce85416592,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0704c001759da24a9120,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_00f09a4bfff7a7185b63,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2ed7caef6e3abdccc550,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_be489fbbfecfefb167f5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a8a9a69ebe257b141249,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_091588ebb79f889435a3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3b85bb3e0729f95b5df4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_abd0ed02c02bbdf6ad4e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4181e691f78b9eeb6771,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2efaef09cced328bacf4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a4140232c4b729a92d36,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_439482037334fe0d6375,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e0f4b1c846f0b1af7fe0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_287187a034206db24f47,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d112696949c6fccb7d9a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9dcb70700b3fe72b60f1,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e88920c2efeab4d37357,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3ea41fccae9a4ef15c89,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4fb780448e5ee1030385,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b68bb2d9b0a73c18c3c3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_982e370133f94462cef8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_02d377639de41855c33c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7c1809ebb7065be7b963,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_91abfaa1b55821b86fae,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_38f2ebaf7158d19cc775,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_96ee26a314bb75290cf3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b86f372974d0b6743c07,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_911dc8095ac47e52223b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4b8f606d8336cff7834e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_845e2f4ed7e318ce624f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_40856cb65b178b0742fd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7aefee76f80b4ba7c1a3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8e66ce667de54f3577d9,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b9b350b41cbee710bd3b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_589e0daf59a815fca02e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5c962db768a3e206b208,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c9d26915988ef83d0415,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e3e75414ff407127a56b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b28bb3c7f9225fd87866,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_497e65ccde1f998eb028,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_66a70d0e2c4281083100,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_758f82497b68c8032e17,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_88220e894220a171ce94,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f24a6edde57fb8a95784,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d4c014b0efd51cd8f2ba,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_257339b931535721f18b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_141b5a334eca81541a53,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_107ad59aad764acfee52,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a41d2350492daf33fac7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b1a5c6bbe8d25d1cad30,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_eb5d868186bd953342bd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7e724045b61057322bd8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fb4fa6ff14d35e84e249,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ab28c0d71062d4f84164,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_dd90dad4eaba6beb7f19,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e2d4b3bf28bc82df9545,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9b64b455babbfed6dc6a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8ae191b0cd6feb085447,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_38ee6bbb904654bf46cb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b37c32ef703c26a33bf0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_762a20ec94e9bdba8f52,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b2a1d402178386566759,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8a4188149b78e1bcc3cd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a8bf620488f9b81cccd5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_616b12d84063d7efc146,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_17b9d6c5f873873d6b11,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_38aa49355a316923edb1,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4493ff2b650d8895e546,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_60f3824c4bcf2bac00a1,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c177c60eb2d17ed0dcdd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_98ec5b9d2039c2b1a5f3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_927c481a5dbcefeae098,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6e3b8b391c67cebd442b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9e2dbcf44c684955f009,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a69c018f27bee2cf1b47,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_548e2161b2e5008d0a1a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_116ecba84e8bf9e279de,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_63e747bdb858942b910f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6e99f265774b53dec2c0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_21b9a4164fb06d21f5be,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2345ee3fcb88f794d6d8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ae3d89dd1b5ff14e319f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fbf078e1437522ea7ca5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9693bb596e4f1ab06a8c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1439a2ca35dc87261f6f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4a5b6cbc5ef9cc5da6bd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_de8255fcf5a537ba0ce4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4e02e87676bad4b2e648,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6d2d996a7125045bb490,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_703725bde238e030484f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f36e704e715185b00d72,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d35d9c3a1a9f731d4d2f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4cc6155005b0671c3903,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ccb323d7edd266bdb5e7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d1374d24903f88fe5a08,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a41d6d83c67251d7361c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_525c606cab29c77d3b64,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f15561eaeaecc74ea8f0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_177dd150caf32b1e7efa,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_cfe79b9fc3b41ed889e8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_20be7a42acb677f67ff9,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2805fc1b81c55c7c8c76,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_226333d88ba4675ebd3b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7b9e264502c029580530,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1e46fcdc06c6b0c9c4cd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e477d50a330dd9134802,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d1e985b522e32b9f4f1d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e546fefca4d8f610f294,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_248e625b294d15816af3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_56d588ff3af32ef9c76b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7c2170925a70457e6a0f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bea09e7287ac99474cd7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f4c29a035b263c8666c0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2d240da3123445d00283,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_31800442dfdc8c3ec319,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c0aaf61ed7f4eea3863a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4bcffcd95d937dcb692b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9838708c8cd8135fcb90,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a7575492ea27e572d5b2,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9dea15fef9c9010f2cca,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_06cb4e21bc7687aa188d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8527332fe211ec3be810,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ebbc41043f4c47525a6e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5d3697b7abace2a88ada,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3331905f56af0f9a5a70,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a40a68cd3aa1f49f6ccb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fc3e72f8fbdb1c86592f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9fe9f5e2f1f812305df1,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e9af1e30da2bc621540c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_87e421b9010281df218d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6d2d9469231f66a75591,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_eef698364b723219dddd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_17bebc8a3428b3e0ad0c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_84784595bce2de41cc67,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a82a8ab7f85accfbf0fd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b3f343afdca5adee8a19,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3b1955cd925b983959a6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_99396825be145b4b9c05,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d2f2cb954c7968216469,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_42f140c9195c5010ff91,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c96106430b0c60a70298,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b7d5d2544ce20ea9d32a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_da3e58f0942c03923b7c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3941a5ef11a0ae5e32c3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6819de3ada365e70cff5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_dedb50982b19713ca468,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_11f6d36f5d5308d537af,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_96b8a8a6874c67df7434,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2a27cdbd44a7353ad6f6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2aa34357a5720f74825a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8c9118d927f66906edb5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5603538ad288cc9d6a98,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_73c3d0390fa129c45301,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_22acc81f8c98cd265542,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8cc56e19773e44995734,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7b800f14a9758d2ed855,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_42dee0b1e10f956a9177,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2f3c18b5ae1e803ba832,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_83de6e13609f335e48f0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e28a11c7ef671d116dd6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a8130a3fa45495da8ba4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e9765b5c5a1b1beb9cbb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a95a688aa85bf05919cf,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9eb9da61ad22b9116c99,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_95838ea814342d9817be,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_93f0388a037d97153b9a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_88c97c5d1594f05ee96c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_680cf565a8a57f08a161,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_effcdbbce82c4d329b74,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_576f8a61ddf40eeebf8d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f2fc34213db2226491df,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c2ded6338d3f4a6c22cd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a7f018aa34650410eafd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_27b71048995a1ef83bcf,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_31a5171440562690f268,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2038c660a5ff64357ec0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_006861207b66e5a90853,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ec1d08d868f765a4eee9,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ad3d11ab4d9bc896f835,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_cb258ecb3d276ef4b8be,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_14ab9faf3cda457972a2,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bf6649944baa71e2b716,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2209fb7d488440f053b6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_11ade7341cbf8b4490b0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a3de68948accdecd843b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bd0c7797c778f3248a71,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d2f7c3bb013a364afc2f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
